<PAD>	1000000000
<UNK>	1000000000
<S>	1000000000
</S>	1000000000
50620001	52009
50620030	23659
50620005	10120
50625061	8645
50620003	5852
50620004	2747
50620002	2265
50620014	942
50620008	714
50620012	640
50620011	277
50620010	187
50620013	22
50620007	2
